numero_processo;data_distribuicao;codarea_acao;data_atendimento;cod_cliente;cod_usuario;cod_parte_adversa;valor_causa;observacoes;data_encerramento;inclusao;objeto_acao;destino;codprognostico;codassunto;codlocaltramite;uf;codcomarca;statusprocessual;grupo_processo;codigo_fase;data_contratacao;pedido;data_transitojulgado;data_sentenca;data_execucao;migracao;cod_fase_processo;numero_pasta;numero_cnj;data_ultima_visualizacao
0012345-12.2024.1.12.0335;;;;Fulano(a) 1208;347394;0;0.0;;;22/11/2018 11:18;;;;;;UF;;;;;;;;;;;;1666.0;;22/11/2018 11:18
0012345-12.2024.1.12.0336;;;;Fulano(a) 1209;347394;0;0.0;;;22/11/2018 14:03;;;;;;UF;;;;;;;;;;;;1668.0;;22/11/2018 14:03
0012345-12.2024.1.12.0337;;;;Fulano(a) 1110;347394;0;0.0;;;09/05/2019 08:56;;;;;;UF;;;;;;;;;;;;1821.0;;09/05/2019 08:56
0012345-12.2024.1.12.0338;;;;Fulano(a) 1633;347394;0;0.0;;;22/11/2018 17:59;;;;;;UF;;;;;;;;;;;;1669.0;;22/11/2018 17:59
0012345-12.2024.1.12.0339;;;;Fulano(a) 1392;347394;0;0.0;;;21/11/2019 11:24;;;;;;UF;;;;;;;;;;;;2070.0;;21/11/2019 11:24
0012345-12.2024.1.12.0340;;;;Fulano(a) 1145;347394;0;0.0;;;12/03/2019 13:33;;;;;;UF;;;;;;;;;;;;1745.0;;12/03/2019 13:33
0012345-12.2024.1.12.0341;;;;Fulano(a) 1562;347394;0;0.0;;;27/11/2018 16:11;;;;;;UF;;;;;;;;;;;;1671.0;;27/11/2018 16:11
0012345-12.2024.1.12.0342;;;;Fulano(a) 1231;347394;0;0.0;;;09/05/2019 09:37;;;;;;UF;;;;;;;;;;;;1822.0;;09/05/2019 09:37
0012345-12.2024.1.12.0343;05/09/2014 00:00;Direito Previdenciário;;Fulano(a) 936;301340;0;0.0;;;20/03/2014 18:14;Aposentadoria;;Procedência Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;20/03/2014 00:00;Aposentadoria Especial - SB 46;;;;;;445.0;;26/12/2018 10:17
0012345-12.2024.1.12.0344;;;;Fulano(a) 1222;347394;0;0.0;;;29/11/2018 13:12;;;;;;UF;;;;;;;;;;;;1676.0;;29/11/2018 13:12
0012345-12.2024.1.12.0345;16/02/2016 00:00;Direito Cível;;Fulano(a) 413;302720;0;50000.0;;;19/02/2016 13:53;Justiça Gratuita;;Procedência Provável;Justiça Gratuita;Câmara Cível;MG;Belo Horizonte;Agravante;Justiça Estadual;Instrução;;;;;;;;897.0;;26/06/2020 13:20
0012345-12.2024.1.12.0346;05/11/2018 00:00;Direito Família;;Fulano(a) 1120;301340;0;954.0;;;05/09/2018 09:35;Ação de Interdição;Mesa Recepção;Procedência Provável;Ação de Interdição;Vara da Família e Sucessões;MG;Ipatinga;Requerente;Justiça Estadual;Instrução;05/09/2018 00:00;INTERDIÇÃO DA ESPOSA;;;;;;1594.0;;08/05/2019 15:34
0012345-12.2024.1.12.0347;;;;Fulano(a) 1481;347394;0;0.0;;;17/08/2020 17:18;;;;;;UF;;;;;;;;;;;;2286.0;;17/08/2020 17:18
0012345-12.2024.1.12.0348;;;;Fulano(a) 1244;301340;0;0.0;;;21/02/2019 19:00;;;;;;;;;Justiça do Trabalho;;;;;;;;;1731.0;;26/03/2019 14:43
0012345-12.2024.1.12.0349;;;;Fulano(a) 1244;301340;0;0.0;;;21/02/2019 18:56;;;;;;;;;Justiça do Trabalho;;;;;;;;;1730.0;;26/03/2019 14:45
0012345-12.2024.1.12.0350;22/08/2014 00:00;Direito Cível;;Fulano(a) 156;301340;0;0.0;;;24/07/2014 10:29;Cobrança;;Procedência Provável;Juros Progressivos do FGTS;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;24/07/2014 00:00;;;;;;;546.0;;23/05/2019 11:04
0012345-12.2024.1.12.0351;;;;Fulano(a) 1331;347394;0;0.0;;;06/12/2018 15:51;;;;;;UF;;;;;;;;;;;;1680.0;;06/12/2018 15:51
0012345-12.2024.1.12.0352;06/04/2018 00:00;Direito Cível;;Fulano(a) 1512;559945;0;303.51;;;10/04/2018 15:41;Execução de Título Extrajudicial;Mesa Administração 02;Procedência Parcial Provável;Execução de título;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;13/04/2016 00:00;;;;;;;1450.0;;10/03/2020 17:35
0012345-12.2024.1.12.0353;11/10/2015 00:00;Direito do Trabalho;;Fulano(a) 1415;302720;0;10544.12;;;13/10/2015 17:49;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;10/10/2015 00:00;;;;;;;814.0;;16/04/2019 14:21
0012345-12.2024.1.12.0354;14/11/2015 00:00;Direito Previdenciário;;Fulano(a) 497;301340;0;11381.63;;;23/04/2015 15:35;Cobrança;Mesa Administração 01;Procedência Provável;Cobrança de Retroativo do INSS;Juizado Especial Federal;;Ipatinga;Autor;Justiça Federal;Instrução;23/04/2015 00:00;;;;;;;700.0;;03/02/2022 15:26
0012345-12.2024.1.12.0355;05/02/2016 00:00;Direito Cível;;Fulano(a) 117;302720;0;2800.0;POR DEPENDENCIA;;14/03/2017 11:07;Execução de título;Mesa Administração 01;;Execução de título;vara cível;MG;Ipatinga;Embargado;Justiça Estadual;Instrução;01/05/2014 00:00;;;;;;;1111.0;;08/03/2021 11:47
0012345-12.2024.1.12.0356;21/02/2014 00:00;Direito do Trabalho;;Fulano(a) 725;301340;0;590000.0;;;31/12/2012 10:05;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;;31/12/2012 00:00;;;;;;;189.0;;18/11/2020 21:07
0012345-12.2024.1.12.0357;30/06/2015 00:00;Direito Cível;;Fulano(a) 1281;301340;0;26048.0;;;21/05/2015 10:42;Declaratória de Inexistência de Débito;;Procedência Provável;Declaratória de Inexistência de Débito;vara cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;21/05/2015 00:00;;;;;;;714.0;;13/12/2019 09:53
0012345-12.2024.1.12.0358;06/09/2017 00:00;Direito Cível;;Fulano(a) 1194;559945;0;15000.0;;;11/09/2017 18:54;Indenização;Mesa Administração 02;Procedência Provável;Indenização;Turma Recursal;MG;Ipatinga;Recorrente;;Instrução;;INDENIZAÇÃO POR ATRASO DE VOO e EXTRAVIO DE BAGAGEM;;;;;;1286.0;;15/03/2019 09:30
0012345-12.2024.1.12.0359;;Direito Previdenciário;;Fulano(a) 936;301340;0;0.0;AVERBAR CERTIDÃO DE AVERBAÇÃO EXPEDIDA NO PROCESSO ANTERIOR QUE CONCEDEU TEMPO ESPECIAL EM ALGUNS PERÍODOS SOMANDO COM PPP COMPLEMENTAR.***CADSENHA 7261629 INICIAL.;;05/03/2018 12:01;Aposentadoria Especial;Arquivo Morto;Procedência Provável;Aposentadoria Especial;Instituto Nacional de Seguro Social;MG;Ipatinga;Requerente;Extrajudicial;Arquivado;;APOSENTADORIA ESPECIAL - POSSIBILIDADE DE DEFERIMENTO ADMINISTRATIVO;;;;;;1411.0;;22/01/2020 14:43
0012345-12.2024.1.12.0360;;;;Fulano(a) 459;347394;0;0.0;;;25/09/2019 15:21;;;;;;UF;;;;;;;;;;;;2003.0;;25/09/2019 15:21
0012345-12.2024.1.12.0361;;;;Fulano(a) 381;347394;0;0.0;;;01/08/2019 13:41;;;;;;UF;;;;;;;;;;;;1919.0;;01/08/2019 13:41
0012345-12.2024.1.12.0362;;;;Fulano(a) 1759;347394;0;0.0;;;20/09/2021 18:00;;;;;;UF;;;;;;;;;;;;2606.0;;20/09/2021 18:00
0012345-12.2024.1.12.0363;;Direito Previdenciário;;Fulano(a) 1272;301340;0;0.0;;;30/06/2016 18:01;Aposentadoria Especial;;Procedência Provável;Aposentadoria Especial;Instituto Nacional de Seguro Social;MG;Ipatinga;Requerente;Administrativo;Arquivado;30/06/2016 00:00;APOSENTADORIA ESPECIAL;;;;;;955.0;;16/04/2019 11:21
0012345-12.2024.1.12.0364;;;;Fulano(a) 1332;347394;0;0.0;;;01/08/2019 14:27;;;;;;UF;;;;;;;;;;;;1920.0;;01/08/2019 14:27
0012345-12.2024.1.12.0365;;;;Fulano(a) 1497;347394;0;0.0;;;24/07/2019 10:35;;;;;;UF;;;;;;;;;;;;1904.0;;24/07/2019 10:35
0012345-12.2024.1.12.0366;;;;Fulano(a) 930;347394;0;0.0;;;11/07/2019 10:03;;;;;;UF;;;;;;;;;;;;1880.0;;11/07/2019 10:03
0012345-12.2024.1.12.0367;21/02/2014 00:00;Direito do Trabalho;;Fulano(a) 1750;301340;0;590000.0;;;20/02/2014 16:33;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;;20/02/2014 00:00;;;;;;;423.0;;16/01/2019 16:50
0012345-12.2024.1.12.0368;05/02/2010 00:00;Direito Previdenciário;;Fulano(a) 709;302720;0;0.0;;;01/08/2012 14:00;Aposentadoria;Arquivo Morto;Procedência Provável;Aposentadoria;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;21/12/2009 00:00;;;;;;;24.0;;08/01/2019 10:25
0012345-12.2024.1.12.0369;15/03/2016 00:00;Direito do Trabalho;;Fulano(a) 594;301340;0;226839.24;;;05/11/2015 15:54;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;05/11/2015 00:00;;;;;;;827.0;;30/10/2019 14:34
0012345-12.2024.1.12.0369;15/03/2016 00:00;Direito do Trabalho;;Fulano(a) 594;301340;0;226839.24;;;05/11/2015 15:54;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;05/11/2015 00:00;;;;;;;827.0;;30/10/2019 14:34
0012345-12.2024.1.12.0370;25/05/2018 00:00;Direito Cível;;Fulano(a) 106;559945;0;10000.0;;;29/05/2018 15:19;Indenização;Mesa Administração 02;Procedência Parcial Provável;Indenização;Turma Recursal;MG;Ipatinga;Autor;Justiça Estadual;Instrução;;;;;;;;1487.0;;16/10/2020 16:38
0012345-12.2024.1.12.0371;19/09/2014 00:00;Direito do Trabalho;;Fulano(a) 1750;301340;0;590000.0;;;29/08/2014 15:55;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;20/02/2014 00:00;;;;;;;570.0;;02/11/2021 13:57
0012345-12.2024.1.12.0372;;;;Fulano(a) 387;347394;0;0.0;;;18/05/2020 10:50;;;;;;UF;;;;;;;;;;;;2200.0;;18/05/2020 10:50
0012345-12.2024.1.12.0373;14/10/2014 00:00;Direito do Consumidor;;Fulano(a) 607;301340;0;0.0;;;14/11/2014 14:32;Indenização;;Procedência Parcial Provável;Indenização;Turma Recursal;MG;Ipatinga;Recorrente;Justiça Estadual;Instrução;;;;;;;;0.0;;08/01/2019 13:20
0012345-12.2024.1.12.0373;14/10/2014 00:00;Direito do Consumidor;;Fulano(a) 607;301340;0;0.0;;;14/11/2014 14:32;Indenização;;Procedência Parcial Provável;Indenização;Turma Recursal;MG;Ipatinga;Recorrente;Justiça Estadual;Instrução;;;;;;;;0.0;;08/01/2019 13:20
0012345-12.2024.1.12.0374;06/03/2014 00:00;Direito do Consumidor;;Fulano(a) 607;301340;0;28500.0;;;17/07/2013 20:05;Indenização;;Procedência Provável;SPC;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;;17/07/2013 00:00;;;;;;;253.0;;08/01/2019 13:19
0012345-12.2024.1.12.0374;06/03/2014 00:00;Direito do Consumidor;;Fulano(a) 607;301340;0;28500.0;;;17/07/2013 20:05;Indenização;;Procedência Provável;SPC;Juizado Especial Cível;MG;Ipatinga;Autor;Justiça Estadual;;17/07/2013 00:00;;;;;;;253.0;;08/01/2019 13:19
0012345-12.2024.1.12.0375;09/03/2012 00:00;Direito Cível;;Fulano(a) 43;302720;0;25000.0;;;08/08/2012 15:11;Restituição de quantia paga;;;Restituição de quantia paga;2ª Vara Cível comarca de Ipatinga/MG;MG;Ipatinga;Autor;Justiça Estadual;Conciliação;23/11/2011 00:00;;;;;;;53.0;;04/06/2019 10:01
0012345-12.2024.1.12.0376;;;;Fulano(a) 1473;301340;0;0.0;;;24/09/2018 11:18;;;;;;;;;Justiça Estadual;;24/09/2018 00:00;TRABALHISTA - AGENTE PENITENCIÁRIO;;;;;;1617.0;;01/08/2019 17:12
0012345-12.2024.1.12.0377;;;;Fulano(a) 444;301340;0;0.0;;;27/03/2015 10:54;;;;;;;;;;;;;;;;;;682.0;;08/01/2019 16:22
0012345-12.2024.1.12.0378;;;;Fulano(a) 826;301340;0;0.0;;;21/03/2017 15:29;;;;;;;;;Justiça do Trabalho;;;;;;;;;1131.0;;08/01/2019 16:34
0012345-12.2024.1.12.0379;;;;Fulano(a) 1737;301340;0;0.0;;;30/01/2014 15:51;;;;;;;;;;;;;;;;;;402.0;;08/01/2019 16:56
0012345-12.2024.1.12.0380;;;;Fulano(a) 952;347394;0;0.0;;;27/02/2015 15:58;;;;;;UF;;;;;;;;;;;;669.0;;08/01/2019 17:08
0012345-12.2024.1.12.0381;;;;Fulano(a) 192;301340;0;0.0;;;06/11/2014 10:24;;;;;;;;;;;;;;;;;;615.0;;08/01/2019 17:06
0012345-12.2024.1.12.0382;;;;Fulano(a) 160;301340;0;0.0;;;25/01/2013 10:03;;;;;;;;;;;;;;;;;;196.0;;08/01/2019 17:10
0012345-12.2024.1.12.0383;;;;Fulano(a) 669;301340;0;0.0;;;22/05/2014 15:22;;;;;;;;;;;;;;;;;;499.0;;11/12/2019 17:37
0012345-12.2024.1.12.0384;;;;Fulano(a) 469;301340;0;0.0;;;14/05/2015 14:20;;;;;;;;;;;;;;;;;;710.0;;08/01/2019 17:10
0012345-12.2024.1.12.0385;08/06/2016 00:00;Direito do Trabalho;;Fulano(a) 644;301340;0;513852.82;;;04/02/2016 14:18;Reclamatória Trabalhista;Mesa Administração 01;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;04/02/2016 00:00;;;;;;;884.0;;03/08/2021 08:36
0012345-12.2024.1.12.0386;;Direito Cível;;Fulano(a) 915;302720;0;837.6;;;26/01/2016 17:21;Obrigação de Pagar;Mesa Administração 01;Improcedência Provável;Cobrança;Juizado Especial Cível;MG;Ipatinga;Réu;Justiça Estadual;Instrução;26/01/2016 00:00;;;;;;;875.0;;08/01/2019 17:23
0012345-12.2024.1.12.0387;;Direito Família;;Fulano(a) 915;301340;0;0.0;;;12/10/2015 13:11;;;;;;UF;;;;;;;;;;;;810.0;;08/01/2019 17:22
0012345-12.2024.1.12.0388;01/02/2013 00:00;Direito Previdenciário;;Fulano(a) 46;301340;0;0.0;;;20/10/2012 12:00;Cobrança;;Procedência Provável;Cobrança de Retroativo do INSS;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;20/10/2013 00:00;;;;;;;136.0;;08/01/2019 17:20
0012345-12.2024.1.12.0389;04/08/2015 00:00;Direito Família;;Fulano(a) 915;301340;0;10000.0;;;29/09/2015 11:46;Alimentos;Mesa Administração 02;Procedência Parcial Provável;Alimentos;Vara da Família e Sucessões;MG;Ipatinga;Réu;Justiça Estadual;Instrução;29/09/2015 00:00;;;;;;;802.0;;08/01/2019 17:23
0012345-12.2024.1.12.0390;;;;Fulano(a) 940;301340;0;0.0;PENDENCIA: ASSINATURA DE DOCUIMENTOS;;02/10/2017 15:17;;;;;;;;;Justiça Federal;;02/10/2017 00:00;BENEFICIO ASSISTENCIAL AO IDOSO;;;;;;1303.0;;17/04/2020 16:59
0012345-12.2024.1.12.0391;;Direito do Consumidor;;Fulano(a) 870;301340;0;0.0;;;04/05/2015 19:57;Indenização;;Indefinido;Indenização;Seção;DF;Brasília;Reclamante;Justiça Estadual;Instrução;;;;;;;;0.0;;09/08/2019 13:17
0012345-12.2024.1.12.0392;;;;Fulano(a) 1390;347394;0;0.0;;;22/08/2019 09:44;;;;;;UF;;;;;;;;;;;;1946.0;;22/08/2019 09:44
0012345-12.2024.1.12.0393;26/08/2016 00:00;Direito Previdenciário;;Fulano(a) 689;301340;0;62277.84;;;27/04/2016 18:21;Aposentadoria;Mesa Administração 01;Procedência Provável;Aposentadoria Especial;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;27/04/2016 00:00;;;;;;;932.0;;17/02/2020 10:03
0012345-12.2024.1.12.0394;27/07/2021 00:00;Direito Cível;;Fulano(a) 1683;559945;0;100000.0;;;27/07/2021 15:15;FGTS 1999;Mesa Recepção;Procedência Parcial Provável;Cobrança de FGTS;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;12/05/2021 00:00;FGTS 1999;;;;;;2576.0;;09/02/2022 18:09
0012345-12.2024.1.12.0395;;;;Fulano(a) 1706;301340;0;0.0;;;08/08/2013 15:00;;;;;;;;;;;;;;;;;;263.0;;09/01/2019 11:51
0012345-12.2024.1.12.0396;;;;Fulano(a) 1063;347394;0;0.0;;;04/04/2019 08:53;;;;;;UF;;;;;;;;;;;;1770.0;;04/04/2019 08:53
0012345-12.2024.1.12.0397;04/04/2016 00:00;Direito do Trabalho;;Fulano(a) 855;301340;0;199852.39;;;13/05/2015 15:09;Reclamatória Trabalhista;Arquivo Morto;Procedência Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;13/05/2015 00:00;AÇÃO TRABALHISTA;;;;;;709.0;;21/01/2019 15:34
0012345-12.2024.1.12.0398;22/08/2014 00:00;Direito Previdenciário;;Fulano(a) 1176;301340;0;0.0;;;24/04/2014 13:20;Revisional de benefício Previdenciário;;Procedência Provável;Revisional de benefício Previdenciário;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;24/04/2014 00:00;;;;;;;470.0;;12/01/2022 13:51
0012345-12.2024.1.12.0399;30/04/2013 00:00;Direito do Trabalho;;Fulano(a) 353;301340;0;390000.0;;;15/08/2012 17:21;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;15/08/2012 00:00;;;;;;;73.0;;18/11/2020 19:03
0012345-12.2024.1.12.0400;14/10/2013 00:00;Direito do Trabalho;;Fulano(a) 1737;301340;0;690000.0;;;22/02/2013 17:14;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;;22/02/2013 00:00;;;;;;;209.0;;17/01/2022 13:40
0012345-12.2024.1.12.0401;09/07/2015 00:00;Direito do Trabalho;;Fulano(a) 618;301340;0;1138.23;;02/12/2015 00:00;30/11/2015 13:14;Reclamatória Trabalhista;;Improcedência Provável;Consignação em Pagamento;Vara do Trabalho;MG;Coronel Fabriciano;Consignado;Justiça do Trabalho;Instrução;30/11/2015 00:00;;;;;;;846.0;;09/01/2019 14:15
0012345-12.2024.1.12.0402;;;;Fulano(a) 1178;347394;0;0.0;;;27/02/2019 09:23;;;;;;UF;;;;;;;;;;;;1738.0;;27/02/2019 09:23
0012345-12.2024.1.12.0403;;;;Fulano(a) 1235;347394;0;0.0;;;27/02/2019 09:33;;;;;;UF;;;;;;;;;;;;1739.0;;27/02/2019 09:33
0012345-12.2024.1.12.0404;21/10/2011 00:00;Direito Cível;;Fulano(a) 635;302720;0;1000.0;;;12/09/2012 15:07;Cobrança;;;Cobrança;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Conciliação;15/06/2011 00:00;;;;;;;109.0;;09/01/2019 15:24
0012345-12.2024.1.12.0405;04/12/2016 00:00;Direito do Trabalho;;Fulano(a) 1748;301340;0;18000.0;;;20/10/2016 16:54;Reclamatória Trabalhista;Mesa Administração 01;Procedência Provável;Retificação de PPP;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;20/10/2016 00:00;RETIFICAÇÃO DE PPP;;;;;;1027.0;;29/04/2021 15:22
0012345-12.2024.1.12.0406;;;;Fulano(a) 1781;347394;0;0.0;;;02/08/2019 09:47;;;;;;UF;;;;;;;;;;;;1923.0;;02/08/2019 09:47
0012345-12.2024.1.12.0407;;;;Fulano(a) 1806;301340;0;0.0;RESGATOU SALDO;;15/03/2017 17:05;;;;;;;;;Justiça Estadual;;18/01/2017 00:00;;;;;;;1117.0;;14/12/2021 08:23
0012345-12.2024.1.12.0408;;;;Fulano(a) 1484;301340;0;0.0;;;29/09/2016 15:30;;;;;;;;;Justiça Estadual;;29/09/2016 00:00;;;;;;;1011.0;;14/12/2021 08:27
0012345-12.2024.1.12.0409;;;;Fulano(a) 1125;347394;0;0.0;;;24/04/2019 14:32;;;;;;UF;;;;;;;;;;;;1813.0;;24/04/2019 14:32
0012345-12.2024.1.12.0410;;;;Fulano(a) 739;301340;0;0.0;RESGATOU SALDO;;26/04/2017 11:03;;;;;;;;;Justiça Estadual;;26/04/2017 00:00;EXIGIR CONTAS;;;;;;1163.0;;14/12/2021 08:29
0012345-12.2024.1.12.0411;14/11/2013 00:00;Direito do Trabalho;;Fulano(a) 1286;301340;0;370000.0;;;02/12/2013 11:43;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;08/08/2013 00:00;;;;;;;356.0;;11/05/2021 18:03
0012345-12.2024.1.12.0412;;;;Fulano(a) 377;301340;0;0.0;RESGATOU O SALDO;;01/12/2016 17:54;;;;;;;;;Justiça Estadual;;01/12/2016 00:00;;;;;;;1050.0;;14/12/2021 08:31
0012345-12.2024.1.12.0413;09/09/2017 00:00;Direito do Trabalho;;Fulano(a) 1074;301340;0;100000.0;;;24/08/2017 09:10;Reclamatória Trabalhista;Mesa Administração 02;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;24/08/2017 00:00;TRABALHISTA USIMINAS;;;;;;1267.0;;11/02/2022 09:59
0012345-12.2024.1.12.0414;08/11/2013 00:00;Direito Cível;;Fulano(a) 1415;301340;0;100000.0;;;08/02/2014 16:00;FGTS 1999;Arquivo Morto;Indefinido;FGTS 1999;Vara Federal;MG;Ipatinga;Autor;Justiça Federal;Arquivado;08/11/2013 00:00;;;;;;;0.0;;09/03/2021 16:58
0012345-12.2024.1.12.0415;09/09/2013 00:00;Direito Previdenciário;;Fulano(a) 731;301340;0;0.0;;;02/01/2013 10:09;Aposentadoria;;Procedência Provável;Aposentadoria;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;;25/10/2011 00:00;;;;;;;190.0;;09/06/2021 10:28
0012345-12.2024.1.12.0416;12/11/2014 00:00;Direito do Consumidor;;Fulano(a) 870;301340;0;0.0;;;19/11/2014 11:23;Indenização;;Procedência Provável;Indenização;Turma Recursal;MG;Ipatinga;Recorrente;Justiça Estadual;Instrução;12/11/2014 00:00;;;;;;;0.0;;10/01/2019 15:15
0012345-12.2024.1.12.0417;;;;Fulano(a) 1542;301340;0;0.0;;;11/08/2021 15:46;;;;;;;;;Justiça do Trabalho;;11/08/2021 00:00;TRABALHISTA - SARITUR - MOTORISTA;;;;;;2587.0;;01/02/2022 15:02
0012345-12.2024.1.12.0418;14/11/2013 00:00;Direito do Trabalho;;Fulano(a) 230;301340;0;540000.0;;;01/11/2012 18:29;Reclamatória Trabalhista;Arquivo Morto;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;01/11/2012 00:00;;;;;;;145.0;;07/02/2020 10:11
0012345-12.2024.1.12.0419;13/12/2013 00:00;Direito do Trabalho;;Fulano(a) 504;301340;0;640000.0;;;30/11/2012 18:31;Reclamatória Trabalhista;;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Instrução;30/11/2012 00:00;;;;;;;152.0;;19/10/2021 13:39
0012345-12.2024.1.12.0420;16/02/2018 00:00;Direito Cível;;Fulano(a) 845;301340;0;0.0;;;09/05/2014 09:15;Cobrança;Mesa Administração 01;Procedência Parcial Provável;Cobrança de FGTS;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;23/04/2014 00:00;;;;;;;485.0;;01/06/2021 17:24
0012345-12.2024.1.12.0421;09/05/2014 00:00;Direito Previdenciário;;Fulano(a) 1406;301340;0;0.0;;;20/06/2013 23:43;Revisional de benefício Previdenciário;;Indefinido;Revisional de benefício Previdenciário;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;;20/06/2013 00:00;;;;;;;243.0;;26/11/2019 11:29
0012345-12.2024.1.12.0422;;;;Fulano(a) 1320;347394;0;0.0;;;22/08/2019 11:07;;;;;;UF;;;;;;;;;;;;1947.0;;22/08/2019 11:08
0012345-12.2024.1.12.0423;;;;Fulano(a) 1690;347394;0;0.0;;;27/02/2019 15:58;;;;;;UF;;;;;;;;;;;;1740.0;;27/02/2019 15:58
0012345-12.2024.1.12.0424;;;;Fulano(a) 1416;347394;0;0.0;;;30/10/2019 16:28;;;;;;UF;;;;;;;;;;;;2039.0;;30/10/2019 16:28
0012345-12.2024.1.12.0425;10/12/2014 00:00;Direito Cível;;Fulano(a) 117;302720;0;2800.0;;;15/12/2014 14:05;Execução de título;;Procedência Parcial Provável;Execução de título;vara cível;MG;Ipatinga;Autor;Justiça Estadual;Instrução;01/05/2014 00:00;;;;;;;0.0;;05/03/2020 10:53
0012345-12.2024.1.12.0426;;;;Fulano(a) 310;347394;0;0.0;;;14/03/2019 15:07;;;;;;UF;;;;;;;;;;;;1748.0;;14/03/2019 15:07
0012345-12.2024.1.12.0427;;;;Fulano(a) 1703;347394;0;0.0;;;04/04/2019 10:08;;;;;;UF;;;;;;;;;;;;1771.0;;04/04/2019 10:08
0012345-12.2024.1.12.0428;23/03/2017 00:00;Direito Previdenciário;;Fulano(a) 1738;301340;0;23500.0;;;04/11/2016 13:43;Auxílio Doença;Mesa Administração 01;Procedência Parcial Provável;Auxílio Doença;Juizado Especial Federal;MG;Ipatinga;Autor;Justiça Federal;Instrução;04/11/2016 00:00;;;;;;;1033.0;;17/11/2021 14:13
0012345-12.2024.1.12.0429;01/11/2019 00:00;Direito do Trabalho;;Fulano(a) 1237;301340;0;0.0;;;22/02/2019 09:55;Reclamatória Trabalhista;Mesa Recepção;Procedência Parcial Provável;Reclamatória Trabalhista;Vara do Trabalho;MG;Coronel Fabriciano;Reclamante;Justiça do Trabalho;Conciliação;22/02/2019 00:00;TRABALHISTA USIMINAS;;;;;;1735.0;;01/10/2021 11:05
0012345-12.2024.1.12.0430;;;;Fulano(a) 730;347394;0;0.0;;;24/01/2019 10:08;;;;;;UF;;;;;;;;;;;;1691.0;;24/01/2019 10:08
0012345-12.2024.1.12.0431;;;;Fulano(a) 1618;301340;0;0.0;;;24/01/2019 10:29;;;;;;UF;;;;;;;;;;;;1693.0;;
